前大,['前大']
发奖,"['awardgive', 'hand out] prizes']"
出纳,"['cashier', 'teller', 'receive and pay out money or bills', 'receive and lend books， etc.']"
施韦因,['施韦因']
格鲁伯,['Gruber']
施泰因,['Stein']
着力点,"['origin of force', 'point of strength', 'acting point']"
经济运行,['economic operation']
努力做到,"['strive to do sth.', 'attempt to do sth.', 'try to do sth.', 'endeavor to do sth.', 'make an effort to do sth.', 'make an attempt to do sth.']"
监盘,['supervision of inventory taking']
金巴仑,['金巴仑']
长老会,['Presbyterian Church']
耀道,['耀道']
个人词库,['个人词库']
遣词造句,"['wording and phrasing', 'choice of words and building of sentence']"
维对,['维对']
含着泪,['含着泪']
万水千山,"['ten thousand crags and torrents -- the trials of a long journey', 'a myriad of rivers and thousands of hills -- far apart']"
归去,['return']
过晚,['过晚']
拿破伦,['拿破伦']
明确性,['definition']
简明扼要,"['be concise and to the point', 'brief and to the point', 'terse and concise']"
咽气,"['die', ""breathe one's last""]"
同路,['go the same way']
何杰金,['何杰金']
坎明加,['坎明加']
谱线宽度,['line width']
相对误差,['relative error']
好时机,['inning']
可约,['reducible']
锺,"['clock', 'bell']"
情于,['情于']
何解,['何解']
工字钢,['joist steel']
短柱,"['stump', 'strut', 'short column']"
难用,['难用']
此套,['此套']
造币,['coinage']
二千五百,['二千五百']
约数,['approximate number']
廉租,['廉租']
保障体系,['security system']
宁粤,['宁粤']
临跌,['临跌']
朗尼,"['Lonie', 'Lonnie']"
离婚率,"['divorce rate', 'rate of divorce']"
莱辛,['lessing']
阿尔卑斯山,['Alps']
继展,['继展']
有增无减,"['There is increase but no decrease.', 'grow more and more']"
处子秀,['处子秀']
饭碗,['rice bowl']
吐露,"['reveal', 'tell']"
思维过程,['thinking process']
心仪已久,['心仪已久']
补时,['injoureing time']
吃斋,"['practise abstinence from meat (as a religious exercise)', 'be a vegetarian for religious reasons']"
压哨,['buzzer beater']
上篮,['lay up']
劳苦大众,['劳苦大众']
英海军,['英海军']
布拉格堡,['fort bragg']
总体而言,['in general']
第一百,['hundredth']
二十三条,['二十三条']
餐房,['餐房']
极小值,"['minimum', 'minimal value']"
远志,"['polygala tenuifolia', 'great and far-reaching ambition', 'high aspiration', 'polygala root']"
窝状,['窝状']
追逐名利,"['seek fame and fortune', 'chase fame and fortune']"
双等,['双等']
衡水,['Hengshui']
宪法法院,"['constitutional court', 'court of constitution']"
砍掉,"['prune', 'cut away', 'hew off', 'chop off', 'strike off']"
正爱,['正爱']
王玉京,['王玉京']
有缘,['destined']
相碰,"['collide with', 'bump against']"
终成眷属,"['togayther （中国网民原创的英文单词）', ""All's Well that Ends Well""]"
麻栗坡,['麻栗坡']
祖母绿,['n. emerald']
伟晶岩,['pegmatite']
云英岩,"['greisen', 'zwither']"
强加于,"['fasten', 'father upon', 'saddle on', 'press on', 'wish on']"
需靠,['需靠']
蒙羞,"['humiliation', 'disgrace', 'suffer shame']"
彩图,"['color drawing', 'color graph']"
转发给,['forward it to']
基干,"['backbone', 'hard core']"
穿坏,['穿坏']
非生产性,"['nonproductive', 'unproductive']"
可想,['conceivableness']
雄浑,"['forceful', 'vigorous and firm']"
船工,"['boatman', 'boater', 'junkman']"
号子声,['号子声']
驶来,['驶来']
遨游太空,['space travel']
喜讯,"['good news', 'happy news', 'glad tidings']"
新店,"['new shop', 'new store']"
葡萄花,['葡萄花']
上升率,"['rate of rise', 'escalating rate', 'rate of climb', 'rate of ascent']"
实装,['real equipment']
现货供应,"['off the shelf', 'spot supplies']"
万部,['万部']
刻钟,['刻钟']
肤浅,"['superficialness', 'superficial', 'shallow']"
税控,['tax-control']
收款机,"['cash register', 'POS(point of sells)']"
收银机,['cash register']
资质证书,['qualification certificate']
弗来,['弗来']
牙菌斑,"['dental plaque', 'bacterial plaque']"
牙刷,['toothbrush']
执勤,['be on duty']
琳赛,['琳赛']
洛翰,['洛翰']
铁屑,"['scrap iron', 'slag', 'limatura ferri']"
混凝,"['coagulation', 'puddle', 'coagulate']"
外铝,['外铝']
内木,['内木']
手感,['hand feeling']
隔音性,['隔音性']
制宪会议,"['constituent assembly', 'constitutional convention']"
因其简,['因其简']
抽风,"['convulsions', 'air draft']"
且球,['且球']
探们,['探们']
提一提,['提一提']
跳投,['jump shot']
大学排名,['university ranking']
迈步前进,['迈步前进']
退色,"['fading', 'fade', 'fade in colour']"
立体电影,"['deepie', 'vectograph', 'three-dimensional film', 'stereoscopic film']"
受得,['受得']
烟熏火燎,['烟熏火燎']
乱跑,"['run about', 'cut about', 'run wild']"
料多色,['料多色']
边续,['边续']
地进,['地进']
考场,['examination room']
瞎忙,['bustle without plan or purpose']
锡克,"['Siek', 'Sikh', 'Sic', 'Syke']"
所施,['所施']
自有妙计,['自有妙计']
汉默,['Hanmer']
战衣,['战衣']
宫城,['Miyagi（日本本州东北部的县）']
芬涅因,['芬涅因']
良缘,"['happy match', 'harmonious union', 'good match for marriage']"
猎弓,['猎弓']
简陋,['simple and crude']
辛勤劳动,"['hardworking', 'painstaking']"
先启,['先启']
十一个月,['十一个月']
组数,"['class number', 'group count']"
空屋,['vacant house']
打击手,['打击手']
击球员,"['hitter', 'batsman']"
浅粉红色,['baby pink']
毛玻璃,"['ground glass', 'frosted glass', 'clouded glass']"
样物,['样物']
于二相,['于二相']
鼓舞士气,"['enhance troop morale', 'encourage soldiers to keep up high morale']"
承宪,['承宪']
低靡,"['depression', 'malaise']"
休斯敦,['Houston']
萨博,"['Sabo', 'SAAB']"
套色,"['chromatography', 'topping', 'colour process', 'colour register']"
鸟岛,"['Tori Shima', 'Bird Island']"
这挺,['这挺']
的确如此,"['exactly', 'precisely']"
膂力,"['physical strength', 'brawn', 'muscular strength']"
夜哥,['夜哥']
艾莱,['Haile']
帽子戏法,['hat trick']
探伤,"['flaw detection', 'crack detection']"
水压试验,"['hydrotest', 'hydrostatic test', 'hydraulic testing', 'hydrostatic testing']"
那鬼,['那鬼']
打字机,"['typewriter', 'typer', 'marking machine']"
试灯,['试灯']
无界,['unbounded']
积分算子,['integral operator']
歇歇脚,['歇歇脚']
脸上抹黑,"['throw mud at...', 'slingcast', 'fling] manure on ...']"
原则同意,['原则同意']
线应,['线应']
自查,['self-inspection']
价值连城,['invaluable']
独领风骚,"['take the lead', 'Clueless', 'be leading only']"
照样做,['照样做']
假言,['假言']
翥,['翥']
马兜铃,"['birthwort', 'fructus aristolochiae', 'Aristolochia contorta', 'radix aristolochiae']"
昆士兰州,['QLD(Queensland)']
剂量测定,['dosimetry']
三观,['three reflections']
反施,['反施']
新百金鹰,['新百金鹰']
十殿,['十殿']
落幕,"['ring down the curtain', 'drop scene']"
用瑞里,['用瑞里']
几百元,"['hundreds of yuan', 'several hundred yuan']"
几千元,['thousands of yuan']
电磁感应,"['electro-magnetic induction', 'electromagnetic induction']"
暴怒,"['fury', 'rage', 'frenzy', 'outrage', 'violent rage']"
烷氧基,['alkoxy']
介晶性,['mesomorphism']
闫将,['闫将']
环绕着,"['encircle', 'surround']"
顺式,"['cis-form', 'maleinoid form', 'syn-type']"
二型,['二型']
一九九八年,['一九九八年']
载客,['carry passengers']
举牌,"['show a card', 'raise a card']"
国外市场,"['foreign market', 'overseas market']"
海辛,['海辛']
追着,"['go after', 'chase']"
拉伤,['pull']
土超,['土超']
南区,"['Southern district', 'austral region', 'south district']"
调运,['allocate and transport']
常见于,['be common in']
资讯业,['资讯业']
职工福利,"[""employee's welfare"", 'employee benefits']"
创效,['创效']
二次能源,"['secondhand energy', 'secondary energy sources']"
芙蕾娜,['芙蕾娜']
格蕾丝,['Grace']
九次,['九次']
减压阀,['reducing valve']
油雾器,['atomized lubricator']
哈啰,"['hello', 'Hello（歌名）']"
寿生,['寿生']
奥是,['奥是']
重新学习,"['restudy', 'relearn', 'brush up on']"
无一,['无一']
止息,"['cease', 'stop', 'pause of breathing']"
列能,['列能']
双足,['biped']
足疗,['pedicure']
祛病,['祛病']
时腰,['时腰']
大肌,['大肌']
内脏器官,['visceral organ']
圆桶,"['cask', 'casket']"
文乐,['Bunraku']
木偶剧,['puppet show']
郝克明,['郝克明']
稳定物价,"['valorize', 'stabilize the price of goods']"
成千,['thousand']
男男女女,['men and women']
所思,['所思']
詹纳,['Jenner']
力姆,['力姆']
大家伙,"['big guy', 'big man']"
家小,['wife and children']
铁牙,['铁牙']
合二为一,"['become one', 'roll into one', 'unit as one']"
扭转颓势,['扭转颓势']
肖扬,['肖扬']
水质评价,"['water quality evaluation', 'water quality assessment']"
休伦湖,['Huron']
湛蓝,"['azure', 'azure blue']"
蒂明斯,['Timmins']
苏圣,['苏圣']
刚够,['刚够']
李老师,['Teacher Li']
第六部,['第六部']
深入群众,"['go deep among the masses', 'go into the midst of the common people', 'go to the grass roots']"
纳尔,"['Nart', 'Nars', 'Nar', 'Narr', 'Nal']"
伊杜纳,['伊杜纳']
波鸿,['Bochum']
沙尔克,"['Chark', 'Sharq', 'Schalke']"
一箭双雕,"['kill two birds with one stone', 'kill two hawks with one arrow', ""butter both sides of one's bread""]"
惊人之举,"['a shocking action', 'an act that frightens people']"
打包票,"['guarantee', 'vouch for', 'say for certain']"
邻域,['neighbourhood']
椰城,['椰城']
接待员,"['receptionist', 'dest clerk']"
鉴定结论,['expert conclusion']
利昂,['leone']
蕃茄,['tomato']
红素,['红素']
贡纳,['贡纳']
征发,"['levy', 'collect']"
药栓后,['药栓后']
周作,['周作']
药栓,['stype']
北调,['北调']
谅山,['谅山']
装甲部队,"['armour', 'armor']"
空投,"['paradrop', 'air-drop', 'aerial delivery']"
西索科,"['Sissoko', 'Cissokho']"
响儿,['响儿']
以晨祈,['以晨祈']
庇荫,['give shade']
搜索枯肠,"[""scratch through one's mind for sth."", 'think hard']"
利马,['lima']
布拉迪,"['Brady', 'Blady']"
模拟式,"['analog', 'analogous']"
金伯莉,['金伯莉']
红得,['红得']
活宝,"['a bit of a clown', 'a funny fellow']"
四台,['四台']
证治,"['patterns and treatment', 'syndrome and therapeutic principles']"
麂类,['麂类']
鹿种,['鹿种']
麂,"['muntjac', 'muntjak']"
水城,"['waterside town', 'mizuki (a Japanese city)', 'Watertown (an American town)']"
崩落,"['avalanche', 'spallation']"
家去,['家去']
流道,"['runner', 'passageway']"
侏罗纪,['Jurassic Period']
性功能,['sexual function']
春节前夕,['on the eve of Spring Festival']
变带,['变带']
朝朝暮暮,"['every morning and evening', 'day and night', 'for days and days']"
康健,"['healthy', 'in good health']"
拘役,"['detention', 'penal servitude', 'ordinary imprisonment']"
判处刑罚,"['imposition of penalty', 'decree punishment']"
学籍,['school roll']
老树发,['老树发']
新芽,"['bud', 'sprouting']"
菲利普斯,['Phillips']
雷东瑞,['雷东瑞']
日英拉,['日英拉']
氨化,"['ammoniation', 'ammonification']"
建新,['建新']
电阻炉,['resistance furnace']
炉壳系,['炉壳系']
冷轧板,"['cold-rolled sheet', 'cold-reduced sheet']"
感怀,['recall with emotion']
加缪,['albert camus']
红新月会,['Red Crescent']
数千个,['数千个']
避护,['避护']
罗斯金,['Ruskin']
代替品,"['loaner', 'surrogate', 'alternate']"
氢作,['氢作']
茫然无措,"['petrify', ""be at one's wits' end"", 'be all at sea']"
牌手,['牌手']
加鱼,['加鱼']
煮成,['煮成']
生长习性,"['habit of growth', 'growth habit']"
整枝,"['pruning', 'train', 'training', 'prune']"
上宜,['上宜']
抹芽,['bud picking']
摘心,['pinching']
儿童书,"[""children's book""]"
任务分配,['task allocation']
孜孜不倦,['persevere']
百分之二,['百分之二']
净余,"['remainder', 'surplus']"
小贴士,['tips']
乖巧,"['clever', 'lovable']"
下尿中,['下尿中']
帮腔,['vocal accompaniment in some traditional Chinese operas']
名厨,"['well-known chef', 'famous chef']"
贾达,['Giada']
德劳伦,['德劳伦']
陕甘宁,['陕甘宁']
白兔,['white rabbit']
帐目,"['account', 'tab', 'score']"
浮萍,"['（青萍） duckweed', 'Lemna minor', 'lesser duckweed']"
有根,['know how things stand and feel confident of handling them']
茎干,"['STEM', 'SHOOT']"
意志薄弱者,['意志薄弱者']
亚洲开发银行,"['asian development bank (adb)', 'asia development bank']"
引路人,"['guide', 'pathfinder', 'mentor']"
清晰明确,['clear and definite']
圣神,"['holy spirit', 'holy god']"
使风,['使风']
工作梯,['working ladder']
中小学生,['primary and secondary school students']
比邻,"['neighbour', 'next-door neighbour', 'close neighbour']"
贝克兰,"['Baekeland', 'Beclin']"
德园,['德园']
绞死,"['noose', 'gibbet', 'hang']"
采择,"['pick', 'select and adopt']"
出瑞来斯,['出瑞来斯']
见表一,['见表一']
虞岩贵,['虞岩贵']
精子形成,['spermiogenesis']
双翼飞机,['biplane']
谜案,['谜案']
告退,"['ask for leave to withdraw from a meeting, etc.']"
丰都,['丰都']
名山,['famous mountains']
应邀,"['on invitation', ""at sb.'s invitation""]"
毕斯,['毕斯']
建筑学家,['architect']
赞巴,['Zamba']
那误,['那误']
必蒙,['必蒙']
雕刻机,"['carving machine', 'engraving machine']"
镂,"['tattoo', 'engrave', 'carve', 'steel or iron plates used for engraving or carving']"
由舍,['由舍']
曲林碱,['曲林碱']
酸舍,['酸舍']
曲林,['曲林']
年关,['the end of the year']
沧海桑田,['time brings a great change to the worlds']
淡旺季,"['low season and peak season', 'slack season and busy season']"
赋以,['赋以']
博斯科洛,['Boscolo']
侧目,"['sidelong glance', 'look askance at sb. with fear or indignation']"
水路,"['waterway', 'gote', 'water route', 'aquage']"
船夫,"['boatman', 'crew', 'boat hand']"
撑船,['punt']
电融合,"['electrofusion', 'electro-fusion']"
攞,['攞']
中国残疾人联合会,['China Disabled Persons Federation （CDPF）']
行政区划,['administrative division']
交楼,['deliver a building']
得分手,['scorer']
闹铃,"['alarm', 'quarter-bell', 'snooze alarms']"
排汗,['perspire']
九秒,['九秒']
平版印刷,"['lithography', 'planographic printing']"
通明,"['brightly lit', 'well-illuminated']"
鸽笼,['pigeon house']
区政府,['district government']
外经委,['外经委']
示波器,['oscilloscope']
史家,['historian']
想不开,"['take things too hard', 'take a matter to heart']"
马里兰,['Maryland （美国东海岸一州）']
银泉,['银泉']
埃玛,['Ema']
引力场,['gravitational field']
时空观,['view of time and space']
凿山,['凿山']
横穴式,['横穴式']
崖洞,['崖洞']
在校学生,"['student', 'enrolment']"
或组,['或组']
留电话,['leave a phone number']
曾告,['曾告']
讷,['slow (of speech)']
迆,['迆']
巬,['巬']
杸,['杸']
可直,['可直']
迍,['迍']
放圃,['放圃']
癿,['a surname']
马哲,['马哲']
固定物,"['fixity', 'fixture']"
螺丝帽,['screw cap']
小动脉,"['arteriole', 'arteriola (pl. arteriolae)']"
东南西北,"['all directions', 'north, south, east and west']"
刚放,['刚放']
页数,"['pagination', 'number of pages']"
甚殷,['甚殷']
鼾症,['sleep apnea syndrome']
仰卧,"['supination', ""lie on one's back"", 'lie supine']"
金桔,"['kumquat', 'cumquat']"
韦尔德,"['Welder', 'Welde', 'Werder', 'Verde', 'Weld']"
给拉法,['给拉法']
卡玛,['Kama']
奥什瓦,['奥什瓦']
研究会,"['seminar', 'board']"
这指,['这指']
警句,"['aphorism', 'epigram']"
仲马有,['仲马有']
东亚人,['East Asians']
七张,['七张']
标准图,['standard drawing']
临死,"[""on one's deathbed""]"
庭内,['庭内']
不经,['不经']
